,Name,Infected score,Noninfected score,Out score
77,data\Images\30hpi_008.tiff,0.99935716,5.001221e-05,0.0005927721
78,data\Images\30hpi_009.tiff,0.99874026,0.00045686602,0.0008029302
79,data\Images\30hpi_010.tiff,0.9939976,0.0045180065,0.0014844097
80,data\Images\30hpi_012.tiff,0.9983078,0.00051194284,0.0011802037
81,data\Images\30hpi_013.tiff,0.99793917,0.00017291305,0.0018879356
82,data\Images\30hpi_014.tiff,0.99903023,0.00065903045,0.0003106651
83,data\Images\30hpi_015.tiff,0.98445857,0.011255786,0.004285611
84,data\Images\30hpi_016.tiff,0.96916974,0.028640276,0.002189931
85,data\Images\30hpi_017.tiff,0.99095786,0.0052618906,0.0037801971
86,data\Images\30hpi_018.tiff,0.9979614,0.0010903594,0.0009483367
87,data\Images\30hpi_019.tiff,0.9120335,0.08636422,0.0016021996
88,data\Images\30hpi_020.tiff,0.99817705,0.0010021095,0.00082075776
89,data\Images\30hpi_021.tiff,0.99053323,0.0065696156,0.0028970544
90,data\Images\30hpi_022.tiff,0.9893199,0.008098092,0.0025819375
91,data\Images\30hpi_023.tiff,0.9777656,0.008445648,0.01378883
92,data\Images\30hpi_024.tiff,0.9373312,0.052646812,0.010021964
93,data\Images\30hpi_025.tiff,0.9982408,0.00033057932,0.0014285502
94,data\Images\30hpi_026.tiff,0.9986946,0.00035306107,0.00095229136
95,data\Images\30hpi_027.tiff,0.997171,0.0022855017,0.00054348697
96,data\Images\30hpi_028.tiff,0.9047196,0.09247818,0.0028021587
97,data\Images\30hpi_030.tiff,0.9788316,0.01472895,0.0064395093
98,data\Images\30hpi_031.tiff,0.985129,0.0052211415,0.009649846
99,data\Images\30hpi_032.tiff,0.94431615,0.053724755,0.001959046
100,data\Images\30hpi_033.tiff,0.9920889,0.0065941527,0.0013169496
101,data\Images\30hpi_034.tiff,0.9987915,0.00019065113,0.0010178353
102,data\Images\30hpi_035.tiff,0.9988323,0.000108923814,0.0010587522
103,data\Images\30hpi_036.tiff,0.96035755,0.034966324,0.0046760724
104,data\Images\30hpi_037.tiff,0.9996495,4.876746e-05,0.00030169735
105,data\Images\30hpi_038.tiff,0.9943557,0.0027265486,0.0029177694
106,data\Images\30hpi_039.tiff,0.9938834,0.0042507877,0.0018658314
107,data\Images\30hpi_040.tiff,0.9985985,0.00020345468,0.0011980112
108,data\Images\30hpi_081.tiff,0.98651356,0.003747062,0.009739367
109,data\Images\30hpi_082.tiff,0.9858214,0.0017535435,0.012425061
110,data\Images\30hpi_083.tiff,0.9988111,0.0005827466,0.0006061884
111,data\Images\30hpi_084.tiff,0.99413353,0.0016834243,0.004183006
112,data\Images\30hpi_085.tiff,0.9968484,0.0009439667,0.0022075167
113,data\Images\30hpi_086.tiff,0.97574097,0.015061838,0.009197252
114,data\Images\30hpi_088.tiff,0.9991001,0.0003888231,0.000511044
115,data\Images\30hpi_089.tiff,0.9532041,0.03975788,0.007037977
116,data\Images\30hpi_091.tiff,0.91310084,0.084306054,0.0025931087
117,data\Images\30hpi_092.tiff,0.9985487,0.00020463443,0.0012466998
118,data\Images\30hpi_093.tiff,0.7447184,0.21481808,0.04046359
119,data\Images\30hpi_094.tiff,0.99911445,7.249231e-05,0.0008130299
120,data\Images\30hpi_095.tiff,0.99811006,0.0006681196,0.0012218066
121,data\Images\30hpi_096.tiff,0.9961085,0.0015781058,0.0023133592
122,data\Images\30hpi_097.tiff,0.99814653,0.0011052563,0.0007482255
123,data\Images\30hpi_098.tiff,0.9987871,0.00012414539,0.0010886851
124,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-DIC, C3-A3B10, C4-Cdk1_001.tiff",0.9968815,0.0016479499,0.0014706006
125,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-DIC, C3-A3B10, C4-Cdk1_002.tiff",0.98418576,0.014436494,0.0013776915
126,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-DIC, C3-A3B10, C4-Cdk1_003.tiff",0.9974775,0.0018846234,0.0006379263
127,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-DIC, C3-A3B10, C4-Cdk1_004.tiff",0.9974165,0.00066935754,0.0019140498
128,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-DIC, C3-A3B10, C4-Cdk1_008.tiff",0.9636492,0.029350525,0.007000188
129,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-DIC, C3-A3B10, C4-Cdk1_009.tiff",0.9113634,0.08741201,0.0012246348
130,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-DIC, C3-A3B10, C4-Cdk1_010.tiff",0.98841906,0.008540673,0.0030402115
131,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-DIC, C3-A3B10, C4-Cdk1_011.tiff",0.99363565,0.0021507647,0.004213674
132,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-DIC, C3-A3B10, C4-Cdk1_012.tiff",0.99499017,0.0041072085,0.0009026221
133,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-DIC, C3-A3B10, C4-Cdk1_013.tiff",0.9549322,0.04261363,0.0024541228
134,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-DIC, C3-A3B10, C4-Cdk1_014.tiff",0.96691185,0.031919055,0.0011691318
135,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-DIC, C3-A3B10, C4-Cdk1_016.tiff",0.989449,0.007197255,0.0033537603
136,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-DIC, C3-A3B10, C4-Cdk1_018.tiff",0.9945939,0.0041862545,0.0012198036
137,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-DIC, C3-A3B10, C4-Cdk1_019.tiff",0.8000101,0.1953337,0.0046562417
138,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-DIC, C3-A3B10, C4-Cdk1_021.tiff",0.9845932,0.013465084,0.0019417229
139,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-DIC, C3-A3B10, C4-Cdk1_023.tiff",0.9982874,0.0010827129,0.0006298908
140,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-DIC, C3-A3B10, C4-Cdk1_024.tiff",0.8646541,0.11890529,0.016440675
141,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-DIC, C3-A3B10, C4-Cdk1_025.tiff",0.98971176,0.007188323,0.003099886
142,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-DIC, C3-A3B10, C4-Cdk1_026.tiff",0.9969869,0.0019289538,0.001084127
143,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-DIC, C3-A3B10, C4-Cdk1_027.tiff",0.9864826,0.009988431,0.0035289617
144,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-DIC, C3-A3B10, C4-Cdk1_028.tiff",0.99734503,0.00138008,0.0012748779
145,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-DIC, C3-A3B10, C4-Cdk1_029.tiff",0.9964078,0.002806972,0.00078521174
146,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-DIC, C3-A3B10, C4-Cdk1_030.tiff",0.9867055,0.009324057,0.003970366
147,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-DIC, C3-A3B10, C4-Cdk1_031.tiff",0.9539124,0.041752085,0.0043354663
148,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-DIC, C3-A3B10, C4-Cdk1_032.tiff",0.9962418,0.0027334976,0.0010247254
149,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-DIC, C3-A3B10, C4-Cdk1_033.tiff",0.99861526,0.00069701776,0.00068766624
150,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-NS1, C3-cyclin B1, C4 H2AX s139_001.tiff",0.9991572,0.00052605727,0.00031673603
151,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-NS1, C3-cyclin B1, C4 H2AX s139_002.tiff",0.99881303,5.630171e-05,0.0011306873
152,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-NS1, C3-cyclin B1, C4 H2AX s139_003.tiff",0.9983171,0.000715919,0.0009669539
153,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-NS1, C3-cyclin B1, C4 H2AX s139_004.tiff",0.99550456,0.002168677,0.002326804
154,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-NS1, C3-cyclin B1, C4 H2AX s139_005.tiff",0.9985941,0.0009924471,0.0004134859
155,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-NS1, C3-cyclin B1, C4 H2AX s139_006.tiff",0.9971015,0.0022123414,0.0006861469
156,"data\Images\NLFK CPV 24 hpi C1-DAPI, C2-NS1, C3-cyclin B1, C4 H2AX s139_007.tiff",0.99601775,0.0008652693,0.0031170482
